nan nan
128.514482	-15.000000
128.514745	-14.999210
128.514158	-14.998623
128.512398	-14.998917
128.512105	-14.999210
128.512105	-15.000000
nan nan
128.517182	-15.000000
128.517972	-14.999210
128.517972	-14.990703
128.518559	-14.990116
128.517972	-14.989236
128.517972	-14.988356
128.516212	-14.986596
128.516212	-14.985716
128.515332	-14.985129
128.515332	-14.984249
128.514452	-14.983369
128.514452	-14.982489
128.512985	-14.980729
128.512985	-14.978382
128.515919	-14.975448
128.519145	-14.975448
128.520906	-14.977208
128.521492	-14.977208
128.525306	-14.980729
128.525306	-14.981609
128.525893	-14.982195
128.526773	-14.982195
128.527066	-14.981609
128.526186	-14.980729
128.526186	-14.980142
128.525306	-14.979262
128.525306	-14.978382
128.524132	-14.977208
128.523252	-14.977208
128.521492	-14.975448
128.520906	-14.975448
128.519439	-14.974275
128.519439	-14.973395
128.522666	-14.970461
128.523252	-14.970461
128.523839	-14.969875
128.523839	-14.969288
128.523252	-14.968701
128.522372	-14.968701
128.522079	-14.968408
128.522079	-14.964301
128.521199	-14.963421
128.521199	-14.961661
128.520906	-14.961367
128.520319	-14.961661
128.520319	-14.967528
128.519439	-14.968408
128.519439	-14.970168
128.517972	-14.971635
128.517972	-14.972515
128.516505	-14.973688
128.515038	-14.973688
128.514158	-14.974568
128.513278	-14.974568
128.512398	-14.975448
128.509171	-14.975448
128.500664	-14.966941
128.500077	-14.966941
128.499197	-14.966354
128.498317	-14.966354
128.496557	-14.964594
128.495677	-14.964594
128.494210	-14.962834
128.493330	-14.962834
128.490690	-14.960487
128.490103	-14.960487
128.488637	-14.959314
128.488637	-14.958434
128.487170	-14.956674
128.487170	-14.955794
128.482770	-14.951687
128.482770	-14.950807
128.478663	-14.946700
128.478663	-14.945820
128.477196	-14.944059
128.477196	-14.943473
128.476316	-14.942593
128.476316	-14.941713
128.475436	-14.940832
128.475436	-14.939952
128.474556	-14.939072
128.474556	-14.937606
128.473676	-14.936726
128.473676	-14.933205
128.472795	-14.932619
128.472795	-14.926751
128.473676	-14.925871
128.473676	-14.924111
128.474556	-14.923231
128.474556	-14.922351
128.476316	-14.920884
128.476316	-14.920004
128.477196	-14.919124
128.477196	-14.918244
128.478076	-14.917364
128.477782	-14.916777
128.478369	-14.916191
128.479249	-14.916191
128.479836	-14.915311
128.485116	-14.915311
128.485703	-14.916191
128.487463	-14.916191
128.488343	-14.917071
128.490103	-14.917071
128.490690	-14.917951
128.492450	-14.917951
128.493330	-14.918831
128.494210	-14.918831
128.495090	-14.919711
128.495970	-14.919711
128.496264	-14.919124
128.496264	-14.918244
128.495970	-14.917951
128.495090	-14.917951
128.493330	-14.916191
128.491570	-14.916191
128.490690	-14.915311
128.490103	-14.915311
128.489223	-14.914724
128.486583	-14.914724
128.485703	-14.913844
128.479836	-14.913844
128.479543	-14.913257
128.479543	-14.912377
128.477782	-14.910910
128.477782	-14.908270
128.477196	-14.907390
128.477196	-14.906803
128.476316	-14.905923
128.476316	-14.905043
128.475436	-14.904163
128.475436	-14.903283
128.473676	-14.901816
128.473676	-14.900936
128.472795	-14.900056
128.472795	-14.899176
128.471915	-14.898296
128.471915	-14.897416
128.471329	-14.896829
128.471329	-14.895949
128.470449	-14.895069
